2023-08-14 10:34:08,961 | log | INFO | 22222

2023-08-17 09:29:08,389 | log | INFO | ----Completed 10 lines-----
2023-08-17 09:29:08,390 | log | INFO | ----Completed 11 lines-----
2023-08-17 09:29:08,390 | log | INFO | ----Completed 12 lines-----
2023-08-17 09:29:08,391 | log | INFO | Start inserting the 1 data
2023-08-17 09:29:10,196 | log | INFO | Inserting the 1 data
2023-08-17 09:29:10,197 | log | INFO | Start inserting the 2 data
2023-08-17 09:29:10,484 | log | INFO | Inserting the 2 data
2023-08-17 09:29:10,485 | log | INFO | Start inserting the 3 data
2023-08-17 09:29:10,699 | log | INFO | Inserting the 3 data
2023-08-17 09:29:10,700 | log | INFO | Start inserting the 4 data
2023-08-17 09:29:10,977 | log | INFO | Inserting the 4 data
2023-08-17 09:29:10,978 | log | INFO | Start inserting the 5 data
2023-08-17 09:29:11,256 | log | INFO | Inserting the 5 data
2023-08-17 09:29:11,257 | log | INFO | Start inserting the 6 data
2023-08-17 09:29:11,533 | log | INFO | Inserting the 6 data
2023-08-17 09:29:11,535 | log | INFO | Start inserting the 7 data
2023-08-17 09:29:11,959 | log | INFO | Inserting the 7 data
2023-08-17 09:29:11,960 | log | INFO | Start inserting the 8 data
2023-08-17 09:29:12,571 | log | INFO | Inserting the 8 data
2023-08-17 09:29:12,572 | log | INFO | Start inserting the 9 data
2023-08-17 09:29:13,624 | log | INFO | Inserting the 9 data
2023-08-17 09:29:13,625 | log | INFO | Start inserting the 10 data
2023-08-17 09:29:14,561 | log | INFO | Inserting the 10 data
2023-08-17 09:29:14,562 | log | INFO | Start inserting the 11 data
2023-08-17 09:29:15,873 | log | INFO | Inserting the 11 data
2023-08-17 09:29:15,874 | log | INFO | Start inserting the 12 data
2023-08-17 09:29:16,469 | log | INFO | Inserting the 12 data
2023-08-17 09:29:16,469 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 09:29:56,205 | log | INFO | Start connecting to database...
2023-08-17 09:29:56,246 | log | INFO | Successfully connected...
2023-08-17 09:29:56,247 | log | INFO | Establishing Table
2023-08-17 09:29:57,978 | log | INFO | Start read the data
2023-08-17 09:29:57,994 | log | INFO | ----Completed 1 lines-----
2023-08-17 09:29:57,995 | log | INFO | ----Completed 2 lines-----
2023-08-17 09:29:57,995 | log | INFO | ----Completed 3 lines-----
2023-08-17 09:29:57,995 | log | INFO | ----Completed 4 lines-----
2023-08-17 09:29:57,996 | log | INFO | ----Completed 5 lines-----
2023-08-17 09:29:57,996 | log | ERROR | Error reading data:2023-08-17 09:07:49,376 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': None, 'counterparties': [], 'created_at': 1692234467937.365, 'description': 'Put  1 Sep 23  1800', 'expires_at': 1692234767937.4841, 'group_signature': 'b6e0c315719041c22f6c2b2548de57b23af8978c0bb2b19dff0a901c56d4a96c', 'id': 'r_2U5ffk3SSq0JxIb72ohQ0zKtDPL', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692234467937.4841, 'legs': [{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'OPEN', 'strategy_code': 'PT', 'strategy_description': 'EH_ETH-1SEP23-1800-P', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'ADDED', 'meta': {'seq_group': 2729913764, 'seq_num': 32668}}, 'ETH-1SEP23-1800-P': {'price': 39.67728014770785, 'forward price': 1803.475, 'IV': 0.2841, 'delta': -0.4751680004225327, 'gamma': 0.003833426202593183, 'vega': 145.57171156896968, 'theta': -503.1758996237221}, 'strategy': {'price': 39.67728014770785, 'delta': -0.4751680004225327, 'gamma': 0.003833426202593183, 'theta': -503.1758996237221, 'vega': 145.57171156896968}, "{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.28401980009900046, 'price': 0.021643467533558603, 'priceUSD': 39.0334526100846, 'deltaDollar': -856.9055289409839, 'gammaDollar': 126.33000575995335, 'vegaDollar': 1.437132544566835, 'thetaDollar': -1.4100288984435778, 'thetaPercRef': -0.0007818400024638977, 'deltaPercRef': -0.4751413404349846, 'gammaPercRef': 0.07004810477547699, 'vegaPercRef': 0.0007968685701586299, 'deltaPercRisk': -0.4751413404349847, 'gammaPercRisk': 0.07004810477547699, 'vegaPercRisk': 0.0007968685701586299, 'optionCount': 0.9980580148211993, 'spread': {'v': 0.0, 'ref_v': 0.28401980009900046, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:29:57,997 | log | INFO | ----Completed 6 lines-----
2023-08-17 09:29:57,998 | log | INFO | ----Completed 7 lines-----
2023-08-17 09:29:57,998 | log | INFO | ----Completed 8 lines-----
2023-08-17 09:29:57,998 | log | INFO | ----Completed 9 lines-----
2023-08-17 09:29:57,998 | log | ERROR | Error reading data:2023-08-17 09:12:53,372 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': 'EXPIRED', 'counterparties': [], 'created_at': 1692234467937.365, 'description': 'Put  1 Sep 23  1800', 'expires_at': 1692235071023.184, 'group_signature': 'b6e0c315719041c22f6c2b2548de57b23af8978c0bb2b19dff0a901c56d4a96c', 'id': 'r_2U5ffk3SSq0JxIb72ohQ0zKtDPL', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692234771023.184, 'legs': [{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'CLOSED', 'strategy_code': 'PT', 'strategy_description': 'EH_ETH-1SEP23-1800-P', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'REMOVED', 'meta': {'seq_group': 2729913764, 'seq_num': 32673}}, 'ETH-1SEP23-1800-P': {'price': 40.65980342852481, 'forward price': 1801.575, 'IV': 0.2846, 'delta': -0.4824495320284282, 'gamma': 0.0038344501941958648, 'vega': 145.55967748745468, 'theta': -504.0197912573101}, 'strategy': {'price': 40.65980342852481, 'delta': -0.4824495320284282, 'gamma': 0.0038344501941958648, 'theta': -504.0197912573101, 'vega': 145.55967748745468}, "{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.2845446977234886, 'price': 0.02220899099186673, 'priceUSD': 40.011162946172306, 'deltaDollar': -869.2956156465525, 'gammaDollar': 126.10320937638046, 'vegaDollar': 1.4368580441990355, 'thetaDollar': -1.4125706086470373, 'thetaPercRef': -0.0007840753832879771, 'deltaPercRef': -0.48251980386414806, 'gammaPercRef': 0.06999609196196686, 'vegaPercRef': 0.0007975566069683668, 'deltaPercRisk': -0.482519803864148, 'gammaPercRisk': 0.06999609196196686, 'vegaPercRisk': 0.0007975566069683668, 'optionCount': 0.9990399099178203, 'spread': {'v': 0.0, 'ref_v': 0.2845446977234886, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:29:58,000 | log | INFO | ----Completed 10 lines-----
2023-08-17 09:29:58,000 | log | INFO | ----Completed 11 lines-----
2023-08-17 09:29:58,000 | log | INFO | ----Completed 12 lines-----
2023-08-17 09:29:58,000 | log | INFO | Start inserting the 1 data
2023-08-17 09:29:58,287 | log | INFO | Inserting the 1 data
2023-08-17 09:29:58,288 | log | INFO | Start inserting the 2 data
2023-08-17 09:29:58,563 | log | INFO | Inserting the 2 data
2023-08-17 09:29:58,564 | log | INFO | Start inserting the 3 data
2023-08-17 09:29:58,772 | log | INFO | Inserting the 3 data
2023-08-17 09:29:58,773 | log | INFO | Start inserting the 4 data
2023-08-17 09:29:59,049 | log | INFO | Inserting the 4 data
2023-08-17 09:29:59,049 | log | INFO | Start inserting the 5 data
2023-08-17 09:29:59,329 | log | INFO | Inserting the 5 data
2023-08-17 09:29:59,330 | log | INFO | Start inserting the 6 data
2023-08-17 09:29:59,604 | log | INFO | Inserting the 6 data
2023-08-17 09:29:59,605 | log | INFO | Start inserting the 7 data
2023-08-17 09:29:59,882 | log | INFO | Inserting the 7 data
2023-08-17 09:29:59,883 | log | INFO | Start inserting the 8 data
2023-08-17 09:30:00,207 | log | INFO | Inserting the 8 data
2023-08-17 09:30:00,208 | log | INFO | Start inserting the 9 data
2023-08-17 09:30:00,511 | log | INFO | Inserting the 9 data
2023-08-17 09:30:00,512 | log | INFO | Start inserting the 10 data
2023-08-17 09:30:00,792 | log | INFO | Inserting the 10 data
2023-08-17 09:30:00,793 | log | INFO | Start inserting the 11 data
2023-08-17 09:30:01,068 | log | INFO | Inserting the 11 data
2023-08-17 09:30:01,069 | log | INFO | Start inserting the 12 data
2023-08-17 09:30:01,368 | log | INFO | Inserting the 12 data
2023-08-17 09:30:01,368 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 09:31:23,067 | log | INFO | Start connecting to database...
2023-08-17 09:31:23,097 | log | INFO | Successfully connected...
2023-08-17 09:31:23,098 | log | INFO | Establishing Table
2023-08-17 09:31:24,852 | log | INFO | Start read the data
2023-08-17 09:31:24,879 | log | INFO | ----Completed 1 lines-----
2023-08-17 09:31:24,881 | log | INFO | ----Completed 2 lines-----
2023-08-17 09:31:24,881 | log | INFO | ----Completed 3 lines-----
2023-08-17 09:31:24,882 | log | INFO | ----Completed 4 lines-----
2023-08-17 09:31:24,882 | log | INFO | ----Completed 5 lines-----
2023-08-17 09:31:24,886 | log | ERROR | Error reading data:2023-08-17 09:07:49,376 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': None, 'counterparties': [], 'created_at': 1692234467937.365, 'description': 'Put  1 Sep 23  1800', 'expires_at': 1692234767937.4841, 'group_signature': 'b6e0c315719041c22f6c2b2548de57b23af8978c0bb2b19dff0a901c56d4a96c', 'id': 'r_2U5ffk3SSq0JxIb72ohQ0zKtDPL', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692234467937.4841, 'legs': [{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'OPEN', 'strategy_code': 'PT', 'strategy_description': 'EH_ETH-1SEP23-1800-P', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'ADDED', 'meta': {'seq_group': 2729913764, 'seq_num': 32668}}, 'ETH-1SEP23-1800-P': {'price': 39.67728014770785, 'forward price': 1803.475, 'IV': 0.2841, 'delta': -0.4751680004225327, 'gamma': 0.003833426202593183, 'vega': 145.57171156896968, 'theta': -503.1758996237221}, 'strategy': {'price': 39.67728014770785, 'delta': -0.4751680004225327, 'gamma': 0.003833426202593183, 'theta': -503.1758996237221, 'vega': 145.57171156896968}, "{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.28401980009900046, 'price': 0.021643467533558603, 'priceUSD': 39.0334526100846, 'deltaDollar': -856.9055289409839, 'gammaDollar': 126.33000575995335, 'vegaDollar': 1.437132544566835, 'thetaDollar': -1.4100288984435778, 'thetaPercRef': -0.0007818400024638977, 'deltaPercRef': -0.4751413404349846, 'gammaPercRef': 0.07004810477547699, 'vegaPercRef': 0.0007968685701586299, 'deltaPercRisk': -0.4751413404349847, 'gammaPercRisk': 0.07004810477547699, 'vegaPercRisk': 0.0007968685701586299, 'optionCount': 0.9980580148211993, 'spread': {'v': 0.0, 'ref_v': 0.28401980009900046, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:31:24,887 | log | INFO | ----Completed 6 lines-----
2023-08-17 09:31:24,888 | log | INFO | ----Completed 7 lines-----
2023-08-17 09:31:24,888 | log | INFO | ----Completed 8 lines-----
2023-08-17 09:31:24,889 | log | INFO | ----Completed 9 lines-----
2023-08-17 09:31:24,889 | log | ERROR | Error reading data:2023-08-17 09:12:53,372 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': 'EXPIRED', 'counterparties': [], 'created_at': 1692234467937.365, 'description': 'Put  1 Sep 23  1800', 'expires_at': 1692235071023.184, 'group_signature': 'b6e0c315719041c22f6c2b2548de57b23af8978c0bb2b19dff0a901c56d4a96c', 'id': 'r_2U5ffk3SSq0JxIb72ohQ0zKtDPL', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692234771023.184, 'legs': [{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'CLOSED', 'strategy_code': 'PT', 'strategy_description': 'EH_ETH-1SEP23-1800-P', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'REMOVED', 'meta': {'seq_group': 2729913764, 'seq_num': 32673}}, 'ETH-1SEP23-1800-P': {'price': 40.65980342852481, 'forward price': 1801.575, 'IV': 0.2846, 'delta': -0.4824495320284282, 'gamma': 0.0038344501941958648, 'vega': 145.55967748745468, 'theta': -504.0197912573101}, 'strategy': {'price': 40.65980342852481, 'delta': -0.4824495320284282, 'gamma': 0.0038344501941958648, 'theta': -504.0197912573101, 'vega': 145.55967748745468}, "{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.2845446977234886, 'price': 0.02220899099186673, 'priceUSD': 40.011162946172306, 'deltaDollar': -869.2956156465525, 'gammaDollar': 126.10320937638046, 'vegaDollar': 1.4368580441990355, 'thetaDollar': -1.4125706086470373, 'thetaPercRef': -0.0007840753832879771, 'deltaPercRef': -0.48251980386414806, 'gammaPercRef': 0.06999609196196686, 'vegaPercRef': 0.0007975566069683668, 'deltaPercRisk': -0.482519803864148, 'gammaPercRisk': 0.06999609196196686, 'vegaPercRisk': 0.0007975566069683668, 'optionCount': 0.9990399099178203, 'spread': {'v': 0.0, 'ref_v': 0.2845446977234886, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:31:24,891 | log | INFO | ----Completed 10 lines-----
2023-08-17 09:31:24,891 | log | INFO | ----Completed 11 lines-----
2023-08-17 09:31:24,891 | log | INFO | ----Completed 12 lines-----
2023-08-17 09:31:24,891 | log | INFO | Start inserting the 1 data
2023-08-17 09:31:25,173 | log | INFO | Inserting the 1 data
2023-08-17 09:31:25,174 | log | INFO | Start inserting the 2 data
2023-08-17 09:31:25,454 | log | INFO | Inserting the 2 data
2023-08-17 09:31:25,456 | log | INFO | Start inserting the 3 data
2023-08-17 09:31:25,662 | log | INFO | Inserting the 3 data
2023-08-17 09:31:25,664 | log | INFO | Start inserting the 4 data
2023-08-17 09:31:25,937 | log | INFO | Inserting the 4 data
2023-08-17 09:31:25,938 | log | INFO | Start inserting the 5 data
2023-08-17 09:31:26,224 | log | INFO | Inserting the 5 data
2023-08-17 09:31:26,225 | log | INFO | Start inserting the 6 data
2023-08-17 09:31:26,563 | log | INFO | Inserting the 6 data
2023-08-17 09:31:26,563 | log | INFO | Start inserting the 7 data
2023-08-17 09:31:26,839 | log | INFO | Inserting the 7 data
2023-08-17 09:31:26,839 | log | INFO | Start inserting the 8 data
2023-08-17 09:31:27,116 | log | INFO | Inserting the 8 data
2023-08-17 09:31:27,117 | log | INFO | Start inserting the 9 data
2023-08-17 09:31:27,412 | log | INFO | Inserting the 9 data
2023-08-17 09:31:27,414 | log | INFO | Start inserting the 10 data
2023-08-17 09:31:27,691 | log | INFO | Inserting the 10 data
2023-08-17 09:31:27,692 | log | INFO | Start inserting the 11 data
2023-08-17 09:31:27,970 | log | INFO | Inserting the 11 data
2023-08-17 09:31:27,971 | log | INFO | Start inserting the 12 data
2023-08-17 09:31:28,247 | log | INFO | Inserting the 12 data
2023-08-17 09:31:28,247 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 09:35:16,960 | log | INFO | Start connecting to database...
2023-08-17 09:35:16,996 | log | INFO | Successfully connected...
2023-08-17 09:35:16,997 | log | INFO | Establishing Table
2023-08-17 09:35:18,766 | log | INFO | Start read the data
2023-08-17 09:35:18,780 | log | INFO | ----Completed 1 lines-----
2023-08-17 09:35:18,780 | log | INFO | ----Completed 2 lines-----
2023-08-17 09:35:18,781 | log | INFO | ----Completed 3 lines-----
2023-08-17 09:35:18,781 | log | INFO | ----Completed 4 lines-----
2023-08-17 09:35:18,782 | log | INFO | ----Completed 5 lines-----
2023-08-17 09:35:18,782 | log | ERROR | Error reading data:2023-08-17 09:07:49,376 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': None, 'counterparties': [], 'created_at': 1692234467937.365, 'description': 'Put  1 Sep 23  1800', 'expires_at': 1692234767937.4841, 'group_signature': 'b6e0c315719041c22f6c2b2548de57b23af8978c0bb2b19dff0a901c56d4a96c', 'id': 'r_2U5ffk3SSq0JxIb72ohQ0zKtDPL', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692234467937.4841, 'legs': [{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'OPEN', 'strategy_code': 'PT', 'strategy_description': 'EH_ETH-1SEP23-1800-P', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'ADDED', 'meta': {'seq_group': 2729913764, 'seq_num': 32668}}, 'ETH-1SEP23-1800-P': {'price': 39.67728014770785, 'forward price': 1803.475, 'IV': 0.2841, 'delta': -0.4751680004225327, 'gamma': 0.003833426202593183, 'vega': 145.57171156896968, 'theta': -503.1758996237221}, 'strategy': {'price': 39.67728014770785, 'delta': -0.4751680004225327, 'gamma': 0.003833426202593183, 'theta': -503.1758996237221, 'vega': 145.57171156896968}, "{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.28401980009900046, 'price': 0.021643467533558603, 'priceUSD': 39.0334526100846, 'deltaDollar': -856.9055289409839, 'gammaDollar': 126.33000575995335, 'vegaDollar': 1.437132544566835, 'thetaDollar': -1.4100288984435778, 'thetaPercRef': -0.0007818400024638977, 'deltaPercRef': -0.4751413404349846, 'gammaPercRef': 0.07004810477547699, 'vegaPercRef': 0.0007968685701586299, 'deltaPercRisk': -0.4751413404349847, 'gammaPercRisk': 0.07004810477547699, 'vegaPercRisk': 0.0007968685701586299, 'optionCount': 0.9980580148211993, 'spread': {'v': 0.0, 'ref_v': 0.28401980009900046, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:35:18,783 | log | INFO | ----Completed 6 lines-----
2023-08-17 09:35:18,783 | log | INFO | ----Completed 7 lines-----
2023-08-17 09:35:18,784 | log | INFO | ----Completed 8 lines-----
2023-08-17 09:35:18,785 | log | INFO | ----Completed 9 lines-----
2023-08-17 09:35:18,785 | log | ERROR | Error reading data:2023-08-17 09:12:53,372 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': 'EXPIRED', 'counterparties': [], 'created_at': 1692234467937.365, 'description': 'Put  1 Sep 23  1800', 'expires_at': 1692235071023.184, 'group_signature': 'b6e0c315719041c22f6c2b2548de57b23af8978c0bb2b19dff0a901c56d4a96c', 'id': 'r_2U5ffk3SSq0JxIb72ohQ0zKtDPL', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692234771023.184, 'legs': [{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'CLOSED', 'strategy_code': 'PT', 'strategy_description': 'EH_ETH-1SEP23-1800-P', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'REMOVED', 'meta': {'seq_group': 2729913764, 'seq_num': 32673}}, 'ETH-1SEP23-1800-P': {'price': 40.65980342852481, 'forward price': 1801.575, 'IV': 0.2846, 'delta': -0.4824495320284282, 'gamma': 0.0038344501941958648, 'vega': 145.55967748745468, 'theta': -504.0197912573101}, 'strategy': {'price': 40.65980342852481, 'delta': -0.4824495320284282, 'gamma': 0.0038344501941958648, 'theta': -504.0197912573101, 'vega': 145.55967748745468}, "{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.2845446977234886, 'price': 0.02220899099186673, 'priceUSD': 40.011162946172306, 'deltaDollar': -869.2956156465525, 'gammaDollar': 126.10320937638046, 'vegaDollar': 1.4368580441990355, 'thetaDollar': -1.4125706086470373, 'thetaPercRef': -0.0007840753832879771, 'deltaPercRef': -0.48251980386414806, 'gammaPercRef': 0.06999609196196686, 'vegaPercRef': 0.0007975566069683668, 'deltaPercRisk': -0.482519803864148, 'gammaPercRisk': 0.06999609196196686, 'vegaPercRisk': 0.0007975566069683668, 'optionCount': 0.9990399099178203, 'spread': {'v': 0.0, 'ref_v': 0.2845446977234886, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:35:18,786 | log | INFO | ----Completed 10 lines-----
2023-08-17 09:35:18,787 | log | INFO | ----Completed 11 lines-----
2023-08-17 09:35:18,787 | log | INFO | ----Completed 12 lines-----
2023-08-17 09:35:18,788 | log | INFO | ----Completed 13 lines-----
2023-08-17 09:35:18,789 | log | INFO | ----Completed 14 lines-----
2023-08-17 09:35:18,790 | log | INFO | ----Completed 15 lines-----
2023-08-17 09:35:18,792 | log | ERROR | Error reading data:2023-08-17 09:32:39,793 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': None, 'counterparties': [], 'created_at': 1692235957834.003, 'description': 'Call  29 Dec 23  2000', 'expires_at': 1692236257834.1511, 'group_signature': 'd9d29c25defb557f93acd4f88f3cb5649a316487530ce83ee6e2d953806ba786', 'id': 'r_2U5igzBgUaLy0nbIJaXWzaJI51v', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692235957834.1511, 'legs': [{'instrument_id': 216179, 'instrument_name': 'ETH-29DEC23-2000-C', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'OPEN', 'strategy_code': 'CL', 'strategy_description': 'EH_ETH-29DEC23-2000-C', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'ADDED', 'meta': {'seq_group': 2729913764, 'seq_num': 32680}}, 'ETH-29DEC23-2000-C': {'price': 85.38760971927923, 'forward price': 1831.375, 'IV': 0.3363, 'delta': 0.37055763441902156, 'gamma': 0.0010122751667857605, 'vega': 419.1716930635232, 'theta': -191.9892378272423}, 'strategy': {'price': 85.38760971927923, 'delta': 0.37055763441902156, 'gamma': 0.0010122751667857605, 'theta': -191.9892378272423, 'vega': 419.1716930635232}, "{'instrument_id': 216179, 'instrument_name': 'ETH-29DEC23-2000-C', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.338559162795814, 'spot': 1831.375, 'forward': 1831.375, 'price': 0.04566994845415184, 'priceUSD': 83.63880185022234, 'deltaDollar': 680.5526858573892, 'gammaDollar': 33.80553001532486, 'vegaDollar': 4.1893192313970635, 'thetaDollar': -0.49806387141173053, 'thetaPercRef': -0.00027196170713902424, 'deltaPercRef': 0.3716075002975301, 'gammaPercRef': 0.018459097680881775, 'vegaPercRef': 0.002287526711567573, 'deltaPercRisk': 0.3716075002975301, 'gammaPercRisk': 0.018459097680881775, 'vegaPercRisk': 0.002287526711567573, 'optionCount': 0.9477538149260869, 'spread': {'v': 0.0, 'ref_v': 0.338559162795814, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

